PLUM_Class,LC2,LC9,LC10,LC11,LC17,LC8,LC12,LC16,LC4,LC13,LC7,LC6,LC1,LC15
Cropland,0.179932,0.259028,0.313905,0.005735,0.026374,0.078882,0.017596,0.018904,0.015871,0.001472,0.076718,0.005577,4e-06,1e-06
Pasture,0.149166,0.293602,0.336252,0.003828,0.022381,0.064813,0.011717,0.008784,0.015927,0.001702,0.087216,0.0046,1.2e-05,1e-06
TimberForest,0.156802,0.284967,0.320842,0.00545,0.021855,0.089896,0.016494,0.021373,0.017277,0.001315,0.057077,0.006636,1.5e-05,1e-06
UnmanagedForest,0.157891,0.210861,0.325861,0.004675,0.014496,0.079575,0.01667,0.017356,0.022272,0.002027,0.137948,0.01031,5.8e-05,0
OtherNatural,0.141468,0.151842,0.367454,0.003663,0.010332,0.055749,0.016432,0.025057,0.019487,0.002152,0.195083,0.011154,0.000128,0
Barren,0.090037,0.242353,0.352283,0.002452,0.010053,0.10475,0.014647,0.031187,0.016032,0.002822,0.128543,0.004828,1.4e-05,0
Urban,0.100571,0.37299,0.291734,0.003362,0.018013,0.095421,0.011525,0.021765,0.031972,0.001041,0.048573,0.003023,6e-06,4e-06
