PLUM_Class,LC2,LC9,LC10,LC11,LC17,LC8,LC12,LC16,LC4,LC13,LC7,LC6,LC1,LC15
Cropland,0.180159,0.257308,0.315403,0.005427,0.026481,0.078818,0.017646,0.018976,0.015587,0.001472,0.077118,0.005599,4e-06,1e-06
Pasture,0.149214,0.293526,0.336393,0.00382,0.022137,0.064865,0.011726,0.008783,0.01593,0.001703,0.087286,0.004603,1.2e-05,1e-06
TimberForest,0.156798,0.284982,0.320836,0.00545,0.021854,0.089894,0.016494,0.021372,0.017277,0.001315,0.057076,0.006636,1.5e-05,1e-06
UnmanagedForest,0.157917,0.210855,0.325824,0.004676,0.014497,0.079583,0.016672,0.017359,0.022268,0.002027,0.137954,0.010312,5.8e-05,0
OtherNatural,0.141408,0.152701,0.366795,0.003783,0.010394,0.055788,0.01641,0.025015,0.01959,0.00215,0.194706,0.011133,0.000128,0
Barren,0.090037,0.242353,0.352283,0.002452,0.010053,0.10475,0.014647,0.031187,0.016032,0.002822,0.128543,0.004828,1.4e-05,0
Urban,0.100571,0.37299,0.291734,0.003362,0.018013,0.095421,0.011525,0.021765,0.031972,0.001041,0.048573,0.003023,6e-06,4e-06
