PLUM_Class,LC2,LC9,LC10,LC11,LC17,LC8,LC12,LC16,LC4,LC13,LC5,LC14,LC7,LC6
Cropland,0.175286,0.252207,0.30578,0.005593,0.025721,0.07685,0.017154,0.01843,0.015446,0.001433,0.014785,0.011328,0.07455,0.005437
Pasture,0.148016,0.291374,0.324993,0.003753,0.022037,0.063688,0.011498,0.008065,0.015568,0.001645,0.012952,0.009979,0.081891,0.004541
TimberForest,0.153046,0.278106,0.313156,0.005319,0.021331,0.087739,0.016099,0.020861,0.016863,0.001283,0.013668,0.01034,0.05571,0.006478
UnmanagedForest,0.153503,0.205012,0.316779,0.004546,0.014091,0.077363,0.016206,0.016873,0.021652,0.001971,0.020818,0.007054,0.13411,0.010023
OtherNatural,0.137303,0.14774,0.359103,0.003567,0.010101,0.054311,0.015969,0.024466,0.018977,0.0021,0.010158,0.014905,0.190487,0.010812
Barren,0.088613,0.238521,0.346713,0.002413,0.009894,0.103094,0.014416,0.030694,0.015779,0.002777,0.015292,0.000531,0.12651,0.004751
Urban,0.097983,0.363391,0.284226,0.003275,0.01755,0.092965,0.011229,0.021205,0.03115,0.001014,0.023078,0.002665,0.047323,0.002945
