PLUM_Class,LC2,LC9,LC10,LC11,LC17,LC8,LC12,LC16,LC4,LC13,LC5,LC14,LC6,LC1
Cropland,0.189389,0.272641,0.330402,0.006037,0.02776,0.083027,0.018521,0.019898,0.016705,0.00155,0.015961,0.012234,0.00587,4e-06
Pasture,0.159394,0.313733,0.359307,0.00409,0.023915,0.069257,0.01252,0.009386,0.017019,0.001819,0.013958,0.010674,0.004915,1.3e-05
TimberForest,0.162066,0.294534,0.331613,0.005633,0.022588,0.092914,0.017048,0.02209,0.017857,0.001359,0.014474,0.010949,0.006859,1.6e-05
UnmanagedForest,0.177262,0.236731,0.365839,0.005249,0.016274,0.089338,0.018715,0.019485,0.025004,0.002276,0.024041,0.008146,0.011575,6.5e-05
OtherNatural,0.170285,0.182771,0.442302,0.004409,0.012437,0.067105,0.019779,0.030161,0.023456,0.00259,0.012594,0.018532,0.013425,0.000154
Barren,0.101446,0.273063,0.396923,0.002763,0.011327,0.118024,0.016503,0.035139,0.018064,0.00318,0.017506,0.000608,0.005439,1.5e-05
Urban,0.102849,0.38144,0.298343,0.003438,0.018421,0.097582,0.011787,0.022258,0.032697,0.001064,0.024224,0.002798,0.003092,6e-06
