Sim,s2,s4,s6,s8,s10,global
s2,1,0.999999965363027,0.999999973077464,0.999999718599942,0.999999848582326,0.999999943494641
s4,0.999999965363027,1,0.999999997609109,0.999999809381143,0.999999907358858,0.999999978312584
s6,0.999999973077464,0.999999997609109,1,0.999999822671251,0.999999919223373,0.999999984886419
s8,0.999999718599942,0.999999809381143,0.999999822671251,1,0.999999978875261,0.99999990827621
s10,0.999999848582326,0.999999907358858,0.999999919223373,0.999999978875261,1,0.999999973178492
global,0.999999943494641,0.999999978312584,0.999999984886419,0.99999990827621,0.999999973178492,1
