PLUM_Class,LC2,LC9,LC10,LC11,LC17,LC8,LC12,LC16,LC13,LC14,LC7,LC1
Cropland,0.181891,0.259782,0.318436,0.005479,0.026735,0.079575,0.017816,0.019159,0.001486,0.011777,0.07786,4e-06
Pasture,0.150803,0.296651,0.339976,0.003861,0.022372,0.065556,0.011851,0.008877,0.001722,0.010103,0.088216,1.2e-05
TimberForest,0.158915,0.28883,0.325167,0.005523,0.022149,0.091108,0.016717,0.021661,0.001332,0.010736,0.057846,1.6e-05
UnmanagedForest,0.162019,0.216333,0.334289,0.004797,0.014873,0.081651,0.017105,0.01781,0.00208,0.007445,0.141538,5.9e-05
OtherNatural,0.143613,0.155082,0.372514,0.003842,0.010556,0.056658,0.016665,0.025405,0.002184,0.015609,0.197742,0.00013
Barren,0.091904,0.247379,0.35959,0.002503,0.010262,0.106923,0.014951,0.031834,0.002881,0.000551,0.131209,1.4e-05
Urban,0.103924,0.385425,0.30146,0.003474,0.018614,0.098602,0.01191,0.022491,0.001076,0.002827,0.050193,6e-06
